ad_id,campaign_id,fb_campaign_id,age,gender,Shares,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,Date,State,Sale Amount,Ad Manager,Ad_group,Campaign 
77994,312,115743,30-34,M,18,13473,3,2.619999945,3,0,7/10/2015,California,9.99,Jess,Ad Group A,Campaign 3
78071,312,115756,30-34,M,20,4616,1,1.360000014,1,0,7/11/2015,Oregon,9.99,Tom,Ad Group B,Campaign 2
78237,312,115784,35-39,M,27,14615,4,6.050000191,1,0,7/12/2015,Main,9.99,Jess,Ad Group D,Campaign 1
78248,312,115786,30-34,M,27,56615,12,19.88000035,2,0,7/13/2015,New York,9.99,Tom,Ad Group D,Campaign 1
78285,312,115792,30-34,M,26,11735,3,4.529999971,1,1,7/14/2015,South Carolina,9.99,Jess,Ad Group B,Campaign 2
78287,312,115792,30-34,M,26,15910,5,6.779999852,1,0,7/15/2015,California,9.99,Tina,Ad Group D,Campaign 1
78312,312,115796,35-39,M,29,11446,2,3.090000033,1,1,7/16/2015,California,9.99,Tina,Ad Group D,Campaign 1
78356,312,115804,30-34,M,28,9388,2,3.140000105,1,0,7/17/2015,Texas,9.99,Jess,Ad Group A,Campaign 3
78361,312,115804,30-34,M,28,17954,6,7.5400002,2,1,7/18/2015,Florida,9.99,Tom,Ad Group E,Campaign 1
78464,312,115822,40-44,F,27,8152,1,0.99000001,1,0,7/19/2015,Washington,9.99,Jess,Ad Group A,Campaign 3
78466,312,115822,40-44,F,27,74542,19,34.1500001,1,0,7/20/2015,New York,9.99,Tom,Ad Group B,Campaign 2
78621,312,115848,40-44,F,20,6699,2,3.090000033,1,0,7/21/2015,California,9.99,Jess,Ad Group D,Campaign 1
78622,312,115848,40-44,F,20,11911,4,3.959999919,1,0,7/22/2015,Oregon,9.99,Tina,Ad Group D,Campaign 1
78661,312,115854,40-44,M,29,10090,2,2.650000095,1,1,7/23/2015,California,9.99,Tina,Ad Group B,Campaign 2
78683,312,115858,40-44,F,18,24188,5,8.179999828,1,0,7/24/2015,Oregon,9.99,Jess,Ad Group D,Campaign 1
78756,312,115870,40-44,M,32,9735,4,4.130000114,1,1,7/25/2015,Texas,9.99,Tom,Ad Group D,Campaign 1
78800,312,115878,40-44,F,22,10750,4,5.389999866,1,0,7/26/2015,Washington,9.99,Jess,Ad Group A,Campaign 3
78826,312,115882,30-34,M,29,7629,1,0.720000029,1,1,7/27/2015,New York,9.99,Tom,Ad Group E,Campaign 1
78889,312,115892,30-34,M,28,7453,1,1.679999948,1,1,7/28/2015,California,9.99,Jess,Ad Group A,Campaign 3
78922,312,115898,35-39,F,64,41785,14,19.10000038,1,0,7/29/2015,Oregon,9.99,Tina,Ad Group B,Campaign 2
78937,312,115900,35-39,M,27,8077,2,3.579999924,1,1,7/30/2015,Main,9.99,Tina,Ad Group D,Campaign 1
78956,312,115904,35-39,F,63,5602,1,1.580000043,1,0,7/31/2015,New York,9.99,Jess,Ad Group D,Campaign 1
79004,312,115912,30-34,M,26,6184,2,2.75,1,1,8/1/2015,South Carolina,9.99,Tom,Ad Group B,Campaign 2
79164,312,115938,35-39,F,27,112460,25,41.29000068,1,0,8/2/2015,California,9.99,Jess,Ad Group D,Campaign 1
79306,312,115962,35-39,F,30,14670,7,9.410000324,1,0,8/3/2015,California,9.99,Tom,Ad Group D,Campaign 1
79638,312,116031,30-34,F,64,33144,9,13.40999985,1,0,8/4/2015,Texas,9.99,Jess,Ad Group A,Campaign 3
79653,312,116033,45-49,M,64,4397,1,0.949999988,1,0,8/5/2015,Florida,9.99,Tina,Ad Group E,Campaign 1
79773,312,116053,35-39,F,10,89527,24,32.28999996,1,0,8/6/2015,Washington,9.99,Tina,Ad Group A,Campaign 3
79809,312,116059,35-39,F,15,7116,2,1.730000019,1,1,8/7/2015,New York,9.99,Jess,Ad Group B,Campaign 2
79822,312,116061,30-34,F,15,8613,1,0.889999986,2,0,8/8/2015,California,9.99,Tom,Ad Group D,Campaign 1
79831,312,116063,35-39,F,16,9730,1,1.379999995,1,0,8/9/2015,Oregon,9.99,Jess,Ad Group D,Campaign 1
79844,312,116065,30-34,F,16,51816,8,10.2299999,2,1,8/10/2015,California,9.99,Tom,Ad Group B,Campaign 2
79845,312,116065,30-34,F,16,27289,3,4.429999828,1,0,8/11/2015,Oregon,9.99,Jess,Ad Group D,Campaign 1
79915,312,116077,30-34,F,29,20409,4,3.829999924,1,0,8/12/2015,Texas,9.99,Tina,Ad Group D,Campaign 1
79916,312,116077,30-34,F,29,8044,1,1.110000014,1,0,8/13/2015,Washington,9.99,Tina,Ad Group A,Campaign 3
79938,312,116081,30-34,F,28,15645,4,5.349999905,1,0,8/14/2015,New York,9.99,Jess,Ad Group E,Campaign 1
79989,312,116089,45-49,M,10,11611,3,3.950000048,1,1,8/15/2015,California,9.99,Tom,Ad Group A,Campaign 3
80024,312,116095,45-49,M,7,9375,3,4.019999981,1,0,8/16/2015,Oregon,9.99,Jess,Ad Group B,Campaign 2
80071,312,116103,30-34,F,32,4402,1,1.330000043,1,1,8/17/2015,Main,9.99,Tom,Ad Group D,Campaign 1
80118,312,116111,30-34,F,18,8469,2,3.089999914,1,0,8/18/2015,New York,9.99,Jess,Ad Group D,Campaign 1
80122,312,116111,30-34,F,18,5823,1,1.419999957,1,1,8/19/2015,South Carolina,9.99,Tina,Ad Group B,Campaign 2
80179,312,116121,35-39,M,16,25817,4,6.019999981,1,0,8/20/2015,California,9.99,Tina,Ad Group D,Campaign 1
80304,312,116147,30-34,F,25,4971,1,1.230000019,1,1,8/21/2015,California,9.99,Jess,Ad Group D,Campaign 1
80518,312,116183,45-49,F,29,162341,56,77.07999969,3,0,8/22/2015,Texas,9.99,Tom,Ad Group A,Campaign 3
80523,312,116183,45-49,F,29,24542,7,9.329999924,1,0,8/23/2015,Florida,9.99,Jess,Ad Group E,Campaign 1
80698,312,116218,30-34,F,64,13621,3,4.090000033,1,0,8/24/2015,Washington,9.99,Tom,Ad Group A,Campaign 3
80711,312,116220,30-34,F,63,6175,1,1.370000005,2,1,8/25/2015,New York,9.99,Jess,Ad Group B,Campaign 2
80853,312,116244,30-34,F,29,9076,1,1.379999995,1,1,8/26/2015,California,9.99,Tina,Ad Group D,Campaign 1
80855,312,116244,30-34,F,29,20941,4,5.909999967,1,1,8/27/2015,Oregon,9.99,Tina,Ad Group D,Campaign 1
80960,312,116267,45-49,F,18,17167,5,6.910000086,1,0,8/28/2015,California,9.99,Jess,Ad Group B,Campaign 2
80997,312,116273,30-34,F,22,24491,7,9.539999962,1,0,8/29/2015,Oregon,9.99,Tom,Ad Group D,Campaign 1
80999,312,116273,30-34,F,22,44699,13,17.30000037,2,0,8/30/2015,Texas,9.99,Jess,Ad Group D,Campaign 1
81021,312,116277,30-34,F,23,6469,2,1.309999943,1,0,8/31/2015,Washington,9.99,Tom,Ad Group A,Campaign 3
81030,312,116279,45-49,F,16,16053,3,4.079999924,1,1,9/1/2015,New York,9.99,Jess,Ad Group E,Campaign 1
81035,312,116279,45-49,F,16,54724,12,17.92999995,1,1,9/2/2015,California,9.99,Tina,Ad Group A,Campaign 3
81067,312,116285,30-34,F,21,4706,1,1.220000029,1,0,9/3/2015,Oregon,9.99,Tina,Ad Group B,Campaign 2
81174,312,116303,40-44,F,32,8316,3,4.569999933,1,1,9/4/2015,Main,9.99,Jess,Ad Group D,Campaign 1
81266,312,116323,40-44,F,22,5794,2,2.269999981,1,0,9/5/2015,New York,9.99,Tom,Ad Group D,Campaign 1
81314,312,116331,40-44,F,18,4813,1,1.029999971,1,0,9/6/2015,South Carolina,9.99,Jess,Ad Group B,Campaign 2
81359,312,116339,40-44,F,10,85285,26,36.13000035,1,0,9/7/2015,California,9.99,Tom,Ad Group D,Campaign 1
81362,312,116339,40-44,F,10,5839,1,1.370000005,1,0,9/8/2015,California,9.99,Jess,Ad Group D,Campaign 1
81375,312,116341,40-44,F,15,5859,1,1.539999962,1,0,9/9/2015,Texas,9.99,Tina,Ad Group A,Campaign 3
81387,312,116343,40-44,F,16,164118,41,59.06999993,1,0,9/10/2015,Florida,9.99,Tina,Ad Group E,Campaign 1
81395,312,116345,35-39,F,63,18234,6,7.810000062,1,0,9/11/2015,Washington,9.99,Jess,Ad Group A,Campaign 3
81503,312,116363,35-39,F,27,73676,20,28.5,1,0,9/12/2015,New York,9.99,Tom,Ad Group B,Campaign 2
81505,312,116363,35-39,F,27,18421,7,10.07999992,1,0,9/13/2015,California,9.99,Jess,Ad Group D,Campaign 1
81527,312,116367,35-39,F,29,164754,49,67.97999978,2,1,9/14/2015,Oregon,9.99,Tom,Ad Group D,Campaign 1
81553,312,116371,35-39,F,10,7449,1,1.639999986,1,1,9/15/2015,California,9.99,Jess,Ad Group B,Campaign 2
81554,312,116371,35-39,F,10,6424,1,0.529999971,1,0,9/16/2015,Oregon,9.99,Tina,Ad Group D,Campaign 1
81699,312,116395,35-39,M,15,6412,1,1.370000005,1,0,9/17/2015,Texas,9.99,Tina,Ad Group D,Campaign 1
81708,312,116397,30-34,F,63,5040,1,1.440000057,1,0,9/18/2015,Washington,9.99,Jess,Ad Group A,Campaign 3
81806,312,116413,35-39,M,20,8200,3,3.919999957,1,0,9/19/2015,New York,9.99,Tom,Ad Group E,Campaign 1
81890,312,116427,45-49,F,26,115896,38,49.44000006,1,0,9/20/2015,California,9.99,Jess,Ad Group A,Campaign 3
82011,312,116447,35-39,F,16,10186,1,1.230000019,1,1,9/21/2015,Oregon,9.99,Tom,Ad Group B,Campaign 2
82057,312,116455,30-34,M,20,9134,3,4.180000067,2,0,9/22/2015,Main,9.99,Jess,Ad Group D,Campaign 1
82058,312,116455,30-34,M,20,3385,1,1.440000057,1,1,9/23/2015,New York,9.99,Tina,Ad Group D,Campaign 1
82129,312,116467,30-34,M,18,6142,1,1.330000043,1,0,9/24/2015,South Carolina,9.99,Tina,Ad Group B,Campaign 2
82199,312,116479,30-34,M,24,9142,3,3.749999881,1,0,9/25/2015,California,9.99,Jess,Ad Group D,Campaign 1
82201,312,116479,30-34,M,24,5475,2,2.730000019,1,1,9/26/2015,California,9.99,Tom,Ad Group D,Campaign 1
82222,312,116483,30-34,F,18,8254,2,2.320000052,1,1,9/27/2015,Texas,9.99,Jess,Ad Group A,Campaign 3
82226,312,116483,30-34,F,18,5704,1,1.320000052,1,0,9/28/2015,Florida,9.99,Tom,Ad Group E,Campaign 1
82334,312,116501,30-34,F,16,37873,5,6.169999957,1,1,9/29/2015,Washington,9.99,Jess,Ad Group A,Campaign 3
82335,312,116501,30-34,F,16,25267,4,4.940000057,2,1,9/30/2015,New York,9.99,Tina,Ad Group B,Campaign 2
82428,312,116517,40-44,F,63,12318,5,6.340000153,1,1,10/1/2015,California,9.99,Tina,Ad Group D,Campaign 1
82442,312,116519,30-34,F,28,4783,1,0.860000014,1,0,10/2/2015,Oregon,9.99,Jess,Ad Group D,Campaign 1
82475,312,116525,30-34,F,29,6475,1,1.350000024,1,0,10/3/2015,California,9.99,Tom,Ad Group B,Campaign 2
82537,312,116535,45-49,F,16,104578,29,39.25000095,1,1,10/4/2015,Oregon,9.99,Jess,Ad Group D,Campaign 1
82607,312,116547,45-49,F,10,33664,11,12.51000035,1,0,10/5/2015,Texas,9.99,Tom,Ad Group D,Campaign 1
82741,312,116569,40-44,F,28,7337,3,4.079999924,1,0,10/6/2015,Washington,9.99,Jess,Ad Group A,Campaign 3
82847,312,116587,40-44,F,27,11244,3,4.550000191,1,0,10/7/2015,New York,9.99,Tina,Ad Group E,Campaign 1
82894,312,116595,35-39,F,29,29035,7,8.910000086,2,2,10/8/2015,California,9.99,Tina,Ad Group A,Campaign 3
82954,312,116605,35-39,F,26,6532,1,1.610000014,1,0,10/9/2015,Oregon,9.99,Jess,Ad Group B,Campaign 2
83015,312,116615,40-44,F,10,11537,3,4.300000191,1,0,10/10/2015,Main,9.99,Tom,Ad Group D,Campaign 1
83016,312,116615,40-44,F,10,12183,3,2.869999945,1,0,10/11/2015,New York,9.99,Jess,Ad Group D,Campaign 1
83062,312,116623,35-39,F,64,5912,1,1.559999943,1,1,10/12/2015,South Carolina,9.99,Tom,Ad Group B,Campaign 2
50268,312,123438,30-34,M,10,4012,1,1.570000052,1,0,10/13/2015,California,9.99,Jess,Ad Group D,Campaign 1
50278,312,123440,30-34,M,16,12396,2,3.210000038,2,1,10/14/2015,California,9.99,Tina,Ad Group D,Campaign 1
50383,312,123457,30-34,M,16,15720,1,1.379999995,1,0,10/15/2015,Texas,9.99,Tina,Ad Group A,Campaign 3
50424,312,123464,40-44,M,20,2367,2,2.839999914,1,1,10/16/2015,Florida,9.99,Jess,Ad Group E,Campaign 1
50526,312,123481,35-39,M,16,6607,1,1.320000052,2,0,10/17/2015,Washington,9.99,Tom,Ad Group A,Campaign 3
50652,312,123502,45-49,M,16,5537,1,1.519999981,1,0,10/18/2015,New York,9.99,Jess,Ad Group B,Campaign 2
50695,312,123509,45-49,M,21,1909,1,0.980000019,1,0,10/19/2015,California,9.99,Tom,Ad Group D,Campaign 1
50737,312,123516,40-44,M,36,1884,1,1.409999967,1,0,10/20/2015,Oregon,9.99,Jess,Ad Group D,Campaign 1
50970,312,123555,30-34,M,28,7780,3,4.329999924,2,2,10/21/2015,California,9.99,Tina,Ad Group B,Campaign 2
50976,312,123556,35-39,M,28,2633,1,1.070000052,1,0,10/22/2015,Oregon,9.99,Tina,Ad Group D,Campaign 1
51078,312,123573,40-44,M,10,2967,1,1.5,1,1,10/23/2015,Texas,9.99,Jess,Ad Group D,Campaign 1
51233,312,123599,30-34,F,10,5517,1,1.230000019,1,0,10/24/2015,Washington,9.99,Tom,Ad Group A,Campaign 3
51246,312,123601,30-34,F,16,20050,4,4.659999847,4,1,10/25/2015,New York,9.99,Jess,Ad Group E,Campaign 1
51305,312,123611,45-49,M,16,5894,1,1.539999962,1,1,10/26/2015,California,9.99,Tom,Ad Group A,Campaign 3
51333,312,123616,35-39,M,16,9948,2,2.720000029,2,0,10/27/2015,Oregon,9.99,Jess,Ad Group B,Campaign 2
51402,312,123627,45-49,F,26,5307,3,4.289999962,2,1,10/28/2015,Main,9.99,Tina,Ad Group D,Campaign 1
51425,312,123631,35-39,F,22,4621,2,3.25,1,1,10/29/2015,New York,9.99,Tina,Ad Group D,Campaign 1
51482,312,123641,35-39,F,16,5775,1,1.580000043,1,1,10/30/2015,South Carolina,9.99,Jess,Ad Group B,Campaign 2
51485,312,123641,35-39,F,16,9297,2,2.619999886,2,1,10/31/2015,California,9.99,Tom,Ad Group D,Campaign 1
51534,312,123649,30-34,F,64,3717,1,1.539999962,1,0,11/1/2015,California,9.99,Jess,Ad Group D,Campaign 1
51591,312,123659,30-34,F,28,2879,1,1.590000033,2,2,11/2/2015,Texas,9.99,Tom,Ad Group A,Campaign 3
51592,312,123659,30-34,F,28,2749,1,1.389999986,1,0,11/3/2015,Florida,9.99,Jess,Ad Group E,Campaign 1
51600,312,123660,45-49,F,10,24028,9,12.39000034,2,0,11/4/2015,Washington,9.99,Tina,Ad Group A,Campaign 3
51644,312,123668,30-34,F,25,2983,1,0.970000029,1,0,11/5/2015,New York,9.99,Tina,Ad Group B,Campaign 2
51662,312,123671,45-49,F,16,7589,2,3.150000095,1,1,11/6/2015,California,9.99,Jess,Ad Group D,Campaign 1
51664,312,123671,45-49,F,16,20997,10,11.94999981,1,0,11/7/2015,Oregon,9.99,Tom,Ad Group D,Campaign 1
51665,312,123671,45-49,F,16,4617,1,1.360000014,1,0,11/8/2015,California,9.99,Jess,Ad Group B,Campaign 2
51808,312,123695,40-44,F,10,3149,1,1.480000019,1,0,11/9/2015,Oregon,9.99,Tom,Ad Group D,Campaign 1
51877,312,123706,35-39,F,27,2563,1,1.480000019,1,0,11/10/2015,Texas,9.99,Jess,Ad Group D,Campaign 1
51915,312,123713,45-49,F,64,10677,5,7.269999981,1,0,11/11/2015,Washington,9.99,Tina,Ad Group A,Campaign 3
51956,312,123720,35-39,F,22,2189,1,0.409999996,1,0,11/12/2015,New York,9.99,Tina,Ad Group E,Campaign 1
51979,312,123723,45-49,F,27,3277,2,2.680000067,1,0,11/13/2015,California,9.99,Jess,Ad Group A,Campaign 3
52012,312,123729,35-39,F,16,16274,4,6.079999924,2,0,11/14/2015,Oregon,9.99,Tom,Ad Group B,Campaign 2
52037,312,123733,45-49,F,20,2077,1,1.50999999,1,1,11/15/2015,Main,9.99,Jess,Ad Group D,Campaign 1
52056,312,123736,30-34,F,20,4626,2,2.099999905,2,0,11/16/2015,New York,9.99,Tom,Ad Group D,Campaign 1
52141,312,123750,30-34,F,28,2764,1,1.559999943,1,1,11/17/2015,South Carolina,9.99,Jess,Ad Group B,Campaign 2
52201,312,123760,45-49,F,10,5447,2,2.960000038,1,0,11/18/2015,California,9.99,Tina,Ad Group D,Campaign 1
52231,312,123765,40-44,F,16,28169,8,12.36999989,1,1,11/19/2015,California,9.99,Tina,Ad Group D,Campaign 1
21291,1178,144531,30-34,M,10,1194718,141,254.049996,28,14,11/20/2015,Texas,9.99,Jess,Ad Group A,Campaign 3
21292,1178,144531,30-34,M,10,637648,67,122.4,13,5,11/21/2015,Florida,9.99,Tom,Ad Group E,Campaign 1
21295,1178,144531,30-34,M,10,459690,50,86.33000112,5,2,11/22/2015,Washington,9.99,Jess,Ad Group A,Campaign 3
21296,1178,144531,30-34,M,10,750060,86,161.9099991,11,2,11/23/2015,New York,9.99,Tom,Ad Group B,Campaign 2
21297,1178,144532,30-34,M,15,30068,1,1.820000052,1,0,11/24/2015,California,9.99,Jess,Ad Group D,Campaign 1
21298,1178,144532,30-34,M,15,1267550,123,236.7699986,24,10,11/25/2015,Oregon,9.99,Tina,Ad Group D,Campaign 1
21300,1178,144532,30-34,M,15,3052003,340,639.9499981,60,17,11/26/2015,California,9.99,Tina,Ad Group B,Campaign 2
21301,1178,144532,30-34,M,15,29945,1,1.590000033,2,1,11/27/2015,Oregon,9.99,Jess,Ad Group D,Campaign 1
21302,1178,144532,30-34,M,15,357856,30,52.97000015,7,3,11/28/2015,Texas,9.99,Tom,Ad Group D,Campaign 1
21304,1178,144533,30-34,M,16,2080666,202,360.1500015,40,21,11/29/2015,Washington,9.99,Jess,Ad Group A,Campaign 3
21305,1178,144533,30-34,M,16,145999,9,16.5200001,5,2,11/30/2015,New York,9.99,Tom,Ad Group E,Campaign 1
21307,1178,144533,30-34,M,16,32616,1,1.539999962,2,0,12/1/2015,California,9.99,Jess,Ad Group A,Campaign 3
21308,1178,144533,30-34,M,16,984521,95,163.8999972,26,14,12/2/2015,Oregon,9.99,Tina,Ad Group B,Campaign 2
21310,1178,144534,30-34,M,18,880814,123,210.3600006,6,2,12/3/2015,Main,9.99,Tina,Ad Group D,Campaign 1
21311,1178,144534,30-34,M,18,182452,20,35.73000026,4,1,12/4/2015,New York,9.99,Jess,Ad Group D,Campaign 1
21313,1178,144534,30-34,M,18,894911,120,215.8399994,7,4,12/5/2015,South Carolina,9.99,Tom,Ad Group B,Campaign 2
21314,1178,144534,30-34,M,18,31349,2,3.800000072,1,0,12/6/2015,California,9.99,Jess,Ad Group D,Campaign 1
21315,1178,144535,30-34,M,19,410310,55,96.80000055,3,0,12/7/2015,California,9.99,Tom,Ad Group D,Campaign 1
21316,1178,144535,30-34,M,19,572450,89,157.329998,7,4,12/8/2015,Texas,9.99,Jess,Ad Group A,Campaign 3
21317,1178,144535,30-34,M,19,98759,15,26.56999946,1,1,12/9/2015,Florida,9.99,Tina,Ad Group E,Campaign 1
21319,1178,144535,30-34,M,19,345371,54,93.08999991,7,3,12/10/2015,Washington,9.99,Tina,Ad Group A,Campaign 3
21321,1178,144536,30-34,M,20,323899,46,78.9200002,5,1,12/11/2015,New York,9.99,Jess,Ad Group B,Campaign 2
21322,1178,144536,30-34,M,20,399199,58,103.1500002,3,0,12/12/2015,California,9.99,Tom,Ad Group D,Campaign 1
21323,1178,144536,30-34,M,20,171202,22,36.53000021,3,1,12/13/2015,Oregon,9.99,Jess,Ad Group D,Campaign 1
21324,1178,144536,30-34,M,20,128386,15,28.85000002,2,1,12/14/2015,California,9.99,Tom,Ad Group B,Campaign 2
21325,1178,144536,30-34,M,20,1034284,152,257.7099986,20,9,12/15/2015,Oregon,9.99,Jess,Ad Group D,Campaign 1
21326,1178,144536,30-34,M,20,45923,5,7.220000148,2,0,12/16/2015,Texas,9.99,Tina,Ad Group D,Campaign 1
21327,1178,144537,30-34,M,21,40873,4,7.899999976,2,1,12/17/2015,Washington,9.99,Tina,Ad Group A,Campaign 3
21328,1178,144537,30-34,M,21,286553,34,62.06000042,2,1,12/18/2015,New York,9.99,Jess,Ad Group E,Campaign 1
21329,1178,144537,30-34,M,21,20618,1,2.099999905,2,1,12/19/2015,California,9.99,Tom,Ad Group A,Campaign 3
21331,1178,144537,30-34,M,21,83591,7,14.14000046,2,2,12/20/2015,Oregon,9.99,Jess,Ad Group B,Campaign 2
21332,1178,144537,30-34,M,21,114923,12,23.73000026,4,2,12/21/2015,Main,9.99,Tom,Ad Group D,Campaign 1
21333,1178,144538,30-34,M,22,25002,1,1.710000038,1,0,12/22/2015,New York,9.99,Jess,Ad Group D,Campaign 1
21334,1178,144538,30-34,M,22,68905,5,9.440000057,1,0,12/23/2015,South Carolina,9.99,Tina,Ad Group B,Campaign 2
21336,1178,144538,30-34,M,22,169588,16,27.79999924,1,0,12/24/2015,California,9.99,Tina,Ad Group D,Campaign 1
21338,1178,144538,30-34,M,22,328991,35,67.65000057,5,2,12/25/2015,California,9.99,Jess,Ad Group D,Campaign 1
21341,1178,144539,30-34,M,23,23198,2,2.980000019,1,0,12/26/2015,Texas,9.99,Tom,Ad Group A,Campaign 3
21342,1178,144539,30-34,M,23,26890,2,3.24000001,1,0,12/27/2015,Florida,9.99,Jess,Ad Group E,Campaign 1
21343,1178,144539,30-34,M,23,221695,31,52.26000011,5,2,12/28/2015,Washington,9.99,Tom,Ad Group A,Campaign 3
21352,1178,144541,30-34,M,24,88443,7,13.0400002,1,1,12/29/2015,New York,9.99,Jess,Ad Group B,Campaign 2
21353,1178,144541,30-34,M,24,187856,23,38.38999975,5,1,12/30/2015,California,9.99,Tina,Ad Group D,Campaign 1
21364,1178,144545,30-34,M,25,570699,80,138.7699997,9,2,12/31/2015,Oregon,9.99,Tina,Ad Group D,Campaign 1
21367,1178,144545,30-34,M,25,1063508,145,260.3800013,23,7,1/1/2016,California,9.99,Jess,Ad Group B,Campaign 2
21368,1178,144545,30-34,M,25,50523,6,8.549999952,1,0,1/2/2016,Oregon,9.99,Tom,Ad Group D,Campaign 1
21372,1178,144547,30-34,M,26,87935,9,15.63000023,1,0,1/3/2016,Texas,9.99,Jess,Ad Group D,Campaign 1
21373,1178,144547,30-34,M,26,278225,33,60.19999957,3,0,1/4/2016,Washington,9.99,Tom,Ad Group A,Campaign 3
21375,1178,144547,30-34,M,26,209461,20,34.19000006,1,0,1/5/2016,New York,9.99,Jess,Ad Group E,Campaign 1
21377,1178,144547,30-34,M,26,26316,2,3.24000001,3,0,1/6/2016,California,9.99,Tina,Ad Group A,Campaign 3
21381,1178,144549,30-34,M,27,41030,3,5.140000105,2,1,1/7/2016,Oregon,9.99,Tina,Ad Group B,Campaign 2
21382,1178,144549,30-34,M,27,876671,120,216.5599982,22,4,1/8/2016,Main,9.99,Jess,Ad Group D,Campaign 1
21383,1178,144549,30-34,M,27,399392,53,93.07000041,5,0,1/9/2016,New York,9.99,Tom,Ad Group D,Campaign 1
21384,1178,144549,30-34,M,27,283858,30,56.05999923,1,0,1/10/2016,South Carolina,9.99,Jess,Ad Group B,Campaign 2
21385,1178,144549,30-34,M,27,260699,31,54.09999871,5,2,1/11/2016,California,9.99,Tom,Ad Group D,Campaign 1
21393,1178,144552,30-34,M,28,57781,5,7.800000072,2,1,1/12/2016,California,9.99,Jess,Ad Group D,Campaign 1
21395,1178,144552,30-34,M,28,38757,3,5.220000029,1,0,1/13/2016,Texas,9.99,Tina,Ad Group A,Campaign 3
21396,1178,144552,30-34,M,28,1392288,206,358.5500029,31,7,1/14/2016,Florida,9.99,Tina,Ad Group E,Campaign 1
